index,order_id,date,status,fulfilment,sales_channel,ship_level,style,sku,category,size,asin,courier_status,qty,currency,amount,ship_city,ship_state,ship_postal,ship_country,promotion_ids,b2b,fulfilled_by
7570,848-3463027-6645380,11-09-22,Cancelled,Amazon,Amazon.in,Expedited,ST296,ST296-SR-3XL,Bottom,Free,B9720512960,,0,INR,0.0,Bhopal,Madhya Pradesh,790956,IN,,False,Easy Ship
7571,234-1286883-7499313,06-27-22,Delivered,Amazon,Amazon.in,Standard,ST561,ST561-WD-S,Top,XS,B3299973293,Delivered,1,INR,605.1,Mumbai,Maharashtra,590865,IN,,False,Easy Ship
7572,158-2780751-5104000,01-21-23,Cancelled,Merchant,Amazon.in,Standard,ST121,ST121-KR-XXL,Top,L,B4738121429,,0,INR,0.0,Rajkot,Gujarat,365585,IN,,False,Easy Ship
7573,145-5855184-5296985,08-12-22,Returned,Merchant,Amazon.in,Standard,ST808,ST808-TP-L,Kurta,L,B8038544367,Returned,1,INR,951.15,Patna,Bihar,680058,IN,,True,Easy Ship
7574,359-4423177-3621733,08-24-22,Returned,Amazon,Amazon.in,Standard,ST431,ST431-TP-L,Kurta,3XL,B8382002595,Returned,1,INR,1163.58,Kolkata,West Bengal,768263,IN,,False,Easy Ship
7575,817-5430298-4263813,04-12-22,Delivered,Amazon,Amazon.in,Standard,ST145,ST145-TP-L,Saree,3XL,B3929049331,Delivered,1,INR,3212.35,Mumbai,Maharashtra,652913,IN,,False,Easy Ship
7576,115-6170899-2059425,06-25-22,Cancelled,Amazon,Amazon.in,Standard,ST725,ST725-KR-3XL,Kurta,3XL,B1029887155,,0,INR,0.0,Kolkata,West Bengal,327947,IN,,False,Easy Ship
7577,860-1623138-6736018,11-26-22,Returned,Amazon,Amazon.in,Standard,ST839,ST839-WD-3XL,Top,S,B3683691929,Returned,2,INR,1150.08,Kanpur,Uttar Pradesh,246838,IN,,False,Easy Ship
7578,315-4223792-5038976,11-07-22,Pending,Amazon,Amazon.in,Expedited,ST272,ST272-SR-L,Ethnic Dress,S,B6553374177,,1,INR,2701.03,Bhopal,Madhya Pradesh,698243,IN,,False,Easy Ship
7579,274-1895576-5462765,05-21-22,Returned,Merchant,Amazon.in,Standard,ST153,ST153-KR-Free,Kurta,XS,B3358982246,Returned,1,INR,758.01,Varanasi,Uttar Pradesh,668615,IN,,False,Easy Ship
7580,806-9993605-8139622,01-08-23,Shipped,Amazon,Amazon.in,Expedited,ST232,ST232-SR-L,Top,S,B2621926595,Shipped,1,INR,832.39,Surat,Gujarat,421582,IN,,False,Easy Ship
7581,699-8057509-8925569,10-06-22,Cancelled,Merchant,Amazon.in,Standard,ST447,ST447-TP-L,Top,S,B4624874019,,0,INR,0.0,Rajkot,Gujarat,407783,IN,,False,Easy Ship
7582,702-9895668-2656518,12-08-22,Cancelled,Merchant,Amazon.in,Standard,ST563,ST563-KR-S,Bottom,L,B7557574098,,0,INR,0.0,Chennai,Tamil Nadu,107256,IN,,False,Easy Ship
7583,259-9834104-1918302,10-05-22,Cancelled,Amazon,Amazon.in,Expedited,ST139,ST139-KR-Free,Kurta,3XL,B5172162370,,0,INR,0.0,Nashik,Maharashtra,360110,IN,,False,Easy Ship
7584,381-9068176-2429657,01-03-23,Shipped,Amazon,Amazon.in,Standard,ST754,ST754-WD-XL,Kurta,M,B2723829297,Shipped,2,INR,2249.1,Surat,Gujarat,726414,IN,,False,Easy Ship
7585,600-6428110-7937909,11-25-22,Shipped,Amazon,Amazon.in,Expedited,ST116,ST116-WD-M,Bottom,M,B2617689918,Shipped,2,INR,1429.42,Jaipur,Rajasthan,185486,IN,,False,Easy Ship
7586,800-7255089-2397580,01-30-23,Delivered,Amazon,Amazon.in,Expedited,ST166,ST166-SR-M,Saree,L,B6545989051,Delivered,2,INR,5687.98,Bengaluru,Karnataka,370462,IN,,False,Easy Ship
7587,657-5891345-5908472,09-30-22,Delivered,Amazon,Amazon.in,Standard,ST528,ST528-SR-M,Ethnic Dress,M,B3270965224,Delivered,1,INR,2534.89,Jaipur,Rajasthan,596523,IN,,False,Easy Ship
7588,379-8122003-5377230,08-17-22,Shipped,Amazon,Amazon.in,Expedited,ST663,ST663-TP-S,Kurta,S,B6092240153,Shipped,1,INR,482.99,Ahmedabad,Gujarat,247409,IN,,False,Easy Ship
7589,615-3233782-1972020,01-28-23,Shipped,Amazon,Amazon.in,Standard,ST762,ST762-TP-M,Blouse,M,B3830439819,Shipped,2,INR,949.94,Nagpur,Maharashtra,663978,IN,,False,Easy Ship
7590,880-3538617-8503705,06-04-22,Returned,Merchant,Amazon.in,Standard,ST634,ST634-TP-XXL,Western Dress,M,B3243395122,Returned,1,INR,921.77,Ahmedabad,Gujarat,745775,IN,,False,Easy Ship
7591,565-1164362-2442514,09-26-22,Shipped,Amazon,Amazon.in,Standard,ST618,ST618-SR-M,Top,Free,B7014376047,Shipped,1,INR,230.54,Jaipur,Rajasthan,346925,IN,,False,Easy Ship
7592,174-8491034-7097666,05-17-22,Cancelled,Amazon,Amazon.in,Standard,ST992,ST992-SR-S,Kurta,M,B1960658763,,0,INR,0.0,Surat,Gujarat,335062,IN,,False,Easy Ship
7593,130-8678882-4303927,11-09-22,Shipped,Merchant,Amazon.in,Standard,ST361,ST361-WD-Free,Kurta,XXL,B6542352140,Shipped,1,INR,1233.62,Lucknow,Uttar Pradesh,637898,IN,,False,Easy Ship
7594,122-6704179-2403221,10-29-22,Returned,Amazon,Amazon.in,Expedited,ST351,ST351-KR-XS,Blouse,3XL,B7562982809,Returned,1,INR,449.29,Patna,Bihar,634585,IN,,False,Easy Ship
7595,799-6417399-2622090,05-12-22,Cancelled,Amazon,Amazon.in,Standard,ST192,ST192-SR-S,Ethnic Dress,M,B5073394532,,0,INR,0.0,Indore,Madhya Pradesh,546269,IN,,False,Easy Ship
7596,317-1772188-9995196,05-09-22,Delivered,Amazon,Amazon.in,Expedited,ST752,ST752-KR-L,Top,M,B2998994319,Delivered,2,INR,437.06,Bhopal,Madhya Pradesh,307276,IN,,False,Easy Ship
7597,993-1152247-7261947,04-14-22,Shipped,Merchant,Amazon.in,Standard,ST206,ST206-KR-XL,Set,S,B8924826072,Shipped,1,INR,1201.29,Lucknow,Uttar Pradesh,155302,IN,,False,Easy Ship
7598,549-6739707-3739705,08-13-22,Returned,Amazon,Amazon.in,Standard,ST409,ST409-WD-XL,Top,M,B6422752942,Returned,1,INR,806.15,Ahmedabad,Gujarat,214676,IN,,False,Easy Ship
7599,422-9756937-4115438,05-20-22,Pending,Amazon,Amazon.in,Expedited,ST716,ST716-SR-L,Saree,S,B9943288899,,1,INR,2487.74,Agra,Uttar Pradesh,787018,IN,,False,Easy Ship
7600,214-9449786-7013816,08-11-22,Delivered,Amazon,Amazon.in,Standard,ST393,ST393-SR-M,Kurta,M,B6776033546,Delivered,1,INR,915.29,Vadodara,Gujarat,688729,IN,,False,Easy Ship
7601,247-3436602-6701622,03-23-23,Delivered,Amazon,Amazon.in,Standard,ST598,ST598-KR-M,Ethnic Dress,S,B6681575478,Delivered,1,INR,2580.21,Varanasi,Uttar Pradesh,671279,IN,,False,Easy Ship
7602,693-7447260-8570337,06-06-22,Shipped,Merchant,Amazon.in,Standard,ST106,ST106-KR-L,Kurta,L,B5239674721,Shipped,2,INR,1427.86,Hyderabad,Telangana,375346,IN,,False,Easy Ship
7603,910-2380631-5604344,07-05-22,Delivered,Amazon,Amazon.in,Expedited,ST330,ST330-SR-Free,Ethnic Dress,XS,B6255881973,Delivered,1,INR,800.5,Hyderabad,Telangana,339429,IN,,False,Easy Ship
7604,138-5638109-9393355,07-06-22,Pending,Amazon,Amazon.in,Standard,ST508,ST508-KR-M,Set,XS,B1992819965,,2,INR,3196.98,Rajkot,Gujarat,545332,IN,,False,Easy Ship
7605,516-4722260-5771517,12-07-22,Delivered,Amazon,Amazon.in,Standard,ST468,ST468-WD-L,Saree,S,B8164582806,Delivered,1,INR,1732.54,Pune,Maharashtra,571316,IN,,False,Easy Ship
7606,207-2150738-4511869,12-02-22,Cancelled,Amazon,Amazon.in,Expedited,ST467,ST467-WD-L,Top,M,B1137247470,,0,INR,0.0,Patna,Bihar,608395,IN,,False,Easy Ship
7607,601-5930505-2891315,01-17-23,Shipped,Amazon,Amazon.in,Standard,ST872,ST872-KR-XL,Ethnic Dress,M,B1867540036,Shipped,1,INR,1828.63,Ahmedabad,Gujarat,174161,IN,,False,Easy Ship
7608,513-1087627-3880844,05-19-22,Shipped,Amazon,Amazon.in,Standard,ST966,ST966-WD-L,Blouse,M,B3223477156,Shipped,1,INR,649.99,Nagpur,Maharashtra,287481,IN,,False,Easy Ship
7609,737-7191522-6658665,07-15-22,Cancelled,Amazon,Amazon.in,Standard,ST354,ST354-TP-XXL,Set,Free,B3572124162,,0,INR,0.0,Nagpur,Maharashtra,660237,IN,,False,Easy Ship
7610,652-7461885-7073576,02-16-23,Shipped,Amazon,Amazon.in,Standard,ST463,ST463-KR-Free,Kurta,M,B6095024910,Shipped,2,INR,2082.46,Meerut,Uttar Pradesh,322924,IN,,False,Easy Ship
7611,100-9327272-7239129,09-06-22,Shipped,Amazon,Amazon.in,Expedited,ST895,ST895-WD-S,Top,3XL,B4877951109,Shipped,1,INR,221.57,Rajkot,Gujarat,413369,IN,,False,Easy Ship
7612,439-7089866-8788583,11-06-22,Shipped,Merchant,Amazon.in,Expedited,ST230,ST230-WD-M,Ethnic Dress,XXL,B5792453700,Shipped,1,INR,1858.36,Bhopal,Madhya Pradesh,417830,IN,,False,Easy Ship
7613,570-5780595-9418208,04-17-22,Shipped,Amazon,Amazon.in,Standard,ST126,ST126-SR-Free,Top,M,B1033025764,Shipped,1,INR,229.55,Kanpur,Uttar Pradesh,683631,IN,,False,Easy Ship
7614,891-3637097-5903213,12-05-22,Returned,Amazon,Amazon.in,Standard,ST457,ST457-WD-S,Kurta,M,B1495753304,Returned,2,INR,880.12,Hyderabad,Telangana,778847,IN,,False,Easy Ship
7615,772-2310096-2665675,07-23-22,Cancelled,Merchant,Amazon.in,Standard,ST510,ST510-SR-S,Set,L,B7268661964,,0,INR,0.0,Bengaluru,Karnataka,160961,IN,,False,Easy Ship
7616,709-6673751-9967097,12-17-22,Shipped,Amazon,Amazon.in,Expedited,ST587,ST587-TP-S,Ethnic Dress,Free,B4822701220,Shipped,1,INR,2083.26,Delhi,Delhi,625616,IN,,False,Easy Ship
7617,467-4110413-5790893,04-30-22,Shipped,Amazon,Amazon.in,Standard,ST494,ST494-KR-S,Saree,M,B9020464949,Shipped,1,INR,2065.87,Patna,Bihar,579126,IN,,False,Easy Ship
7618,583-5029465-3273199,07-02-22,Delivered,Amazon,Amazon.in,Standard,ST682,ST682-KR-L,Ethnic Dress,XXL,B4551245121,Delivered,2,INR,1550.98,Ahmedabad,Gujarat,409513,IN,,False,Easy Ship
7619,388-8173613-8663846,02-08-23,Cancelled,Merchant,Amazon.in,Expedited,ST772,ST772-KR-XL,Ethnic Dress,S,B1832137274,,0,INR,0.0,Surat,Gujarat,628219,IN,,False,Easy Ship
7620,286-5985930-8305091,05-01-22,Shipped,Amazon,Amazon.in,Standard,ST508,ST508-TP-S,Top,XS,B8048429743,Shipped,1,INR,482.65,Mumbai,Maharashtra,561623,IN,,False,Easy Ship
7621,971-7963523-1071337,05-26-22,Returned,Amazon,Amazon.in,Expedited,ST324,ST324-WD-M,Western Dress,XS,B7433726911,Returned,3,INR,3528.78,Rajkot,Gujarat,198508,IN,,False,Easy Ship
7622,832-9957249-2942934,10-23-22,Shipped,Amazon,Amazon.in,Standard,ST563,ST563-SR-M,Kurta,S,B3218488467,Shipped,1,INR,606.28,Bengaluru,Karnataka,738991,IN,,False,Easy Ship
7623,736-1153820-3726377,03-07-23,Pending,Merchant,Amazon.in,Standard,ST753,ST753-SR-L,Top,Free,B1439553743,,1,INR,835.97,Meerut,Uttar Pradesh,451468,IN,,False,Easy Ship
7624,822-8555504-9355920,06-12-22,Pending,Amazon,Amazon.in,Standard,ST704,ST704-SR-XL,Top,Free,B1525938060,,2,INR,445.12,Meerut,Uttar Pradesh,568919,IN,,False,Easy Ship
7625,591-5736574-6400283,06-19-22,Delivered,Amazon,Amazon.in,Expedited,ST156,ST156-SR-S,Bottom,L,B6142654053,Delivered,3,INR,1599.57,Varanasi,Uttar Pradesh,563298,IN,,False,Easy Ship
7626,796-1395914-4718131,08-29-22,Delivered,Amazon,Amazon.in,Expedited,ST806,ST806-SR-XXL,Top,XXL,B3991104050,Delivered,1,INR,843.13,Jaipur,Rajasthan,323319,IN,,False,Easy Ship
7627,116-1220355-8208945,10-23-22,Delivered,Merchant,Amazon.in,Expedited,ST440,ST440-TP-M,Kurta,L,B6913287430,Delivered,1,INR,725.91,Mumbai,Maharashtra,171694,IN,,False,Easy Ship
7628,337-2113132-2810102,09-29-22,Delivered,Amazon,Amazon.in,Expedited,ST536,ST536-SR-M,Bottom,M,B8771183220,Delivered,1,INR,473.24,Nagpur,Maharashtra,541723,IN,,False,Easy Ship
7629,707-3495101-1674633,10-16-22,Pending,Amazon,Amazon.in,Standard,ST288,ST288-TP-S,Ethnic Dress,S,B2184476364,,2,INR,3472.82,Rajkot,Gujarat,343695,IN,,False,Easy Ship
7630,435-6636479-1237167,10-04-22,Shipped,Amazon,Amazon.in,Standard,ST564,ST564-TP-S,Top,M,B2846566328,Shipped,1,INR,613.95,Mumbai,Maharashtra,651889,IN,,False,Easy Ship
7631,343-5526018-3125291,06-10-22,Delivered,Amazon,Amazon.in,Standard,ST907,ST907-TP-3XL,Western Dress,L,B4597640699,Delivered,1,INR,1244.44,Pune,Maharashtra,396509,IN,,False,Easy Ship
7632,173-4892084-8240304,02-10-23,Returned,Merchant,Amazon.in,Expedited,ST211,ST211-SR-3XL,Set,3XL,B6144942840,Returned,1,INR,692.63,Rajkot,Gujarat,183724,IN,,False,Easy Ship
7633,393-6316344-6228948,08-10-22,Delivered,Amazon,Amazon.in,Standard,ST629,ST629-TP-S,Kurta,M,B8119194553,Delivered,2,INR,2229.08,Mumbai,Maharashtra,668125,IN,,False,Easy Ship
7634,455-9311229-1883343,01-02-23,Cancelled,Merchant,Amazon.in,Expedited,ST978,ST978-TP-XL,Kurta,S,B7973943796,,0,INR,0.0,Kanpur,Uttar Pradesh,134667,IN,,False,Easy Ship
7635,109-6648722-1891387,01-29-23,Delivered,Merchant,Amazon.in,Standard,ST116,ST116-SR-L,Kurta,3XL,B8234129422,Delivered,1,INR,566.66,Patna,Bihar,507967,IN,,False,Easy Ship
7636,415-7031778-3455093,03-05-23,Delivered,Merchant,Amazon.in,Standard,ST315,ST315-WD-M,Set,3XL,B3457542468,Delivered,1,INR,1510.2,Varanasi,Uttar Pradesh,510129,IN,,False,Easy Ship
7637,484-8934401-4244085,12-19-22,Cancelled,Merchant,Amazon.in,Standard,ST389,ST389-WD-3XL,Bottom,L,B7629532880,,0,INR,0.0,Nashik,Maharashtra,530104,IN,,False,Easy Ship
7638,325-5816379-2565689,06-05-22,Shipped,Amazon,Amazon.in,Standard,ST465,ST465-SR-L,Ethnic Dress,M,B1190267302,Shipped,1,INR,960.23,Agra,Uttar Pradesh,384999,IN,,False,Easy Ship
7639,327-6790344-7871934,11-29-22,Shipped,Amazon,Amazon.in,Standard,ST384,ST384-SR-L,Set,XXL,B5884580283,Shipped,1,INR,1805.84,Bhopal,Madhya Pradesh,195921,IN,,False,Easy Ship
7640,836-1044037-6098250,10-07-22,Pending,Amazon,Amazon.in,Expedited,ST441,ST441-SR-M,Blouse,S,B2263555958,,1,INR,440.06,Faridabad,Haryana,388560,IN,,False,Easy Ship
7641,644-7860349-5161952,03-26-23,Returned,Amazon,Amazon.in,Expedited,ST681,ST681-WD-S,Set,M,B1729896161,Returned,1,INR,1066.45,Meerut,Uttar Pradesh,203127,IN,,False,Easy Ship
7642,567-2964959-8508000,10-11-22,Delivered,Amazon,Amazon.in,Standard,ST817,ST817-SR-M,Bottom,S,B8564192789,Delivered,1,INR,738.2,Indore,Madhya Pradesh,133472,IN,,False,Easy Ship
7643,530-8272030-9803704,09-21-22,Shipped,Merchant,Amazon.in,Standard,ST695,ST695-SR-M,Saree,S,B7056281919,Shipped,1,INR,3424.86,Agra,Uttar Pradesh,457952,IN,,False,Easy Ship
7644,272-5349290-2977481,06-11-22,Pending,Amazon,Amazon.in,Expedited,ST366,ST366-KR-M,Bottom,M,B5935972060,,3,INR,1620.36,Delhi,Delhi,775476,IN,,False,Easy Ship
7645,330-9458847-2647318,11-12-22,Cancelled,Amazon,Amazon.in,Standard,ST887,ST887-TP-L,Western Dress,M,B8096434437,,0,INR,0.0,Jaipur,Rajasthan,210670,IN,,False,Easy Ship
7646,409-9968229-2848474,04-20-22,Cancelled,Amazon,Amazon.in,Expedited,ST316,ST316-WD-3XL,Set,L,B7833235230,,0,INR,0.0,Surat,Gujarat,120342,IN,,False,Easy Ship
7647,979-3707998-9159677,09-08-22,Delivered,Merchant,Amazon.in,Standard,ST362,ST362-WD-M,Western Dress,XS,B9892398047,Delivered,1,INR,1501.34,Ahmedabad,Gujarat,252683,IN,,False,Easy Ship
7648,348-1339361-1297587,09-29-22,Delivered,Amazon,Amazon.in,Standard,ST808,ST808-KR-L,Kurta,S,B7937654786,Delivered,1,INR,1296.48,Ahmedabad,Gujarat,668904,IN,,False,Easy Ship
7649,922-1552746-9983778,06-15-22,Delivered,Merchant,Amazon.in,Expedited,ST210,ST210-KR-XL,Set,XS,B2896674450,Delivered,1,INR,2260.86,Chennai,Tamil Nadu,691527,IN,,False,Easy Ship
7650,957-7420192-4631499,02-25-23,Shipped,Amazon,Amazon.in,Standard,ST189,ST189-WD-XS,Set,S,B2050277402,Shipped,2,INR,2727.16,Kolkata,West Bengal,289709,IN,,False,Easy Ship
7651,955-7926237-3442968,11-19-22,Pending,Amazon,Amazon.in,Standard,ST728,ST728-KR-XS,Western Dress,XXL,B2693834851,,1,INR,844.95,Delhi,Delhi,162464,IN,,False,Easy Ship
7652,475-7620855-3407404,02-07-23,Pending,Merchant,Amazon.in,Standard,ST115,ST115-TP-3XL,Top,S,B1821337694,,3,INR,615.09,Nashik,Maharashtra,345280,IN,,False,Easy Ship
7653,409-1243121-5501258,02-13-23,Delivered,Amazon,Amazon.in,Expedited,ST637,ST637-TP-M,Bottom,S,B1936659863,Delivered,1,INR,258.29,Bengaluru,Karnataka,203615,IN,,False,Easy Ship
7654,185-1649408-4220224,09-11-22,Delivered,Amazon,Amazon.in,Standard,ST849,ST849-TP-S,Blouse,XXL,B4691841790,Delivered,2,INR,925.56,Varanasi,Uttar Pradesh,746333,IN,,False,Easy Ship
7655,600-7564013-9512652,05-05-22,Shipped,Amazon,Amazon.in,Standard,ST484,ST484-KR-XL,Bottom,XXL,B1039691388,Shipped,1,INR,579.12,Hyderabad,Telangana,267545,IN,,False,Easy Ship
7656,288-4916643-8430445,10-05-22,Pending,Merchant,Amazon.in,Standard,ST721,ST721-TP-3XL,Saree,S,B6937120223,,1,INR,893.72,Vadodara,Gujarat,272882,IN,,False,Easy Ship
7657,331-2822722-7106121,07-21-22,Cancelled,Amazon,Amazon.in,Expedited,ST420,ST420-WD-L,Western Dress,XS,B7983809320,,0,INR,0.0,Ahmedabad,Gujarat,531682,IN,,False,Easy Ship
7658,629-2545109-5366935,10-07-22,Shipped,Amazon,Amazon.in,Standard,ST500,ST500-SR-L,Western Dress,L,B7148740506,Shipped,1,INR,1048.63,Lucknow,Uttar Pradesh,386637,IN,,False,Easy Ship
7659,893-5370407-1072138,02-28-23,Cancelled,Amazon,Amazon.in,Expedited,ST735,ST735-TP-M,Western Dress,S,B8396264501,,0,INR,0.0,Ahmedabad,Gujarat,396144,IN,,False,Easy Ship
7660,503-3980875-5152197,05-15-22,Shipped,Amazon,Amazon.in,Expedited,ST164,ST164-WD-L,Blouse,3XL,B8613260146,Shipped,3,INR,1575.09,Nagpur,Maharashtra,298401,IN,,False,Easy Ship
7661,498-4975618-3256524,01-17-23,Delivered,Amazon,Amazon.in,Standard,ST287,ST287-WD-S,Western Dress,M,B7913013855,Delivered,1,INR,1261.65,Delhi,Delhi,647763,IN,,False,Easy Ship
7662,450-6694755-2443344,12-01-22,Pending,Amazon,Amazon.in,Expedited,ST740,ST740-WD-XXL,Kurta,M,B6767730912,,1,INR,396.71,Varanasi,Uttar Pradesh,497929,IN,,False,Easy Ship
7663,673-6034703-7208794,09-25-22,Cancelled,Merchant,Amazon.in,Expedited,ST786,ST786-WD-S,Top,3XL,B7130507829,,0,INR,0.0,Varanasi,Uttar Pradesh,729290,IN,,False,Easy Ship
7664,790-4198911-8148888,01-04-23,Delivered,Amazon,Amazon.in,Standard,ST498,ST498-WD-Free,Saree,S,B8053703538,Delivered,1,INR,2316.0,Mumbai,Maharashtra,437287,IN,,False,Easy Ship
7665,323-5132918-4578109,01-09-23,Delivered,Amazon,Amazon.in,Expedited,ST905,ST905-SR-XL,Western Dress,M,B8684988778,Delivered,3,INR,2558.37,Delhi,Delhi,316269,IN,,False,Easy Ship
7666,324-5412605-8192210,07-09-22,Shipped,Merchant,Amazon.in,Standard,ST131,ST131-WD-L,Kurta,S,B7956604977,Shipped,1,INR,974.58,Kanpur,Uttar Pradesh,439093,IN,,False,Easy Ship
7667,353-4677863-5521002,05-31-22,Delivered,Amazon,Amazon.in,Standard,ST816,ST816-TP-XS,Top,S,B3824478662,Delivered,1,INR,764.49,Varanasi,Uttar Pradesh,423157,IN,,False,Easy Ship
7668,251-8122774-3387275,07-13-22,Pending,Merchant,Amazon.in,Expedited,ST989,ST989-TP-M,Western Dress,M,B3395402815,,2,INR,2426.14,Faridabad,Haryana,797497,IN,,False,Easy Ship
7669,991-3504380-7666986,10-07-22,Shipped,Merchant,Amazon.in,Standard,ST407,ST407-SR-L,Top,XL,B4494884332,Shipped,1,INR,825.44,Bengaluru,Karnataka,424324,IN,,False,Easy Ship
7670,543-1747324-2014608,12-09-22,Delivered,Merchant,Amazon.in,Standard,ST241,ST241-SR-XXL,Top,XXL,B4438035040,Delivered,1,INR,446.14,Rajkot,Gujarat,360349,IN,,False,Easy Ship
7671,864-2016776-4311690,09-06-22,Cancelled,Merchant,Amazon.in,Standard,ST158,ST158-WD-Free,Blouse,XL,B1886392020,,0,INR,0.0,Amritsar,Punjab,761256,IN,,False,Easy Ship
7672,550-3448875-9386572,10-22-22,Delivered,Merchant,Amazon.in,Standard,ST995,ST995-KR-M,Set,M,B5762968043,Delivered,1,INR,2058.13,Jaipur,Rajasthan,419273,IN,,False,Easy Ship
7673,471-2857604-5424970,11-01-22,Shipped,Merchant,Amazon.in,Standard,ST110,ST110-TP-M,Blouse,XS,B7425835530,Shipped,1,INR,397.37,Meerut,Uttar Pradesh,482180,IN,,False,Easy Ship
7674,237-7610935-6919794,11-28-22,Cancelled,Amazon,Amazon.in,Expedited,ST811,ST811-SR-XL,Bottom,L,B9356197989,,0,INR,0.0,Pune,Maharashtra,302452,IN,,False,Easy Ship
7675,971-9843847-6799716,09-01-22,Cancelled,Amazon,Amazon.in,Standard,ST350,ST350-SR-M,Set,M,B6045882440,,0,INR,0.0,Bengaluru,Karnataka,728255,IN,,False,Easy Ship
7676,447-2532100-2696699,09-10-22,Cancelled,Merchant,Amazon.in,Expedited,ST957,ST957-WD-Free,Kurta,XXL,B5156802514,,0,INR,0.0,Patna,Bihar,286858,IN,,False,Easy Ship
7677,900-6289076-1460533,02-26-23,Shipped,Amazon,Amazon.in,Standard,ST535,ST535-TP-M,Blouse,L,B5034853939,Shipped,2,INR,888.44,Pune,Maharashtra,249028,IN,,False,Easy Ship
7678,218-4680867-6160275,12-27-22,Delivered,Amazon,Amazon.in,Expedited,ST148,ST148-KR-M,Set,M,B4480214204,Delivered,1,INR,2312.68,Jaipur,Rajasthan,329303,IN,,False,Easy Ship
7679,574-2354729-4460730,04-08-22,Delivered,Merchant,Amazon.in,Expedited,ST978,ST978-KR-S,Kurta,XL,B5489693772,Delivered,1,INR,1267.26,Patna,Bihar,394121,IN,,False,Easy Ship
7680,866-1757129-7109438,01-16-23,Delivered,Amazon,Amazon.in,Standard,ST735,ST735-TP-3XL,Kurta,3XL,B4237191826,Delivered,1,INR,685.09,Indore,Madhya Pradesh,394591,IN,,False,Easy Ship
7681,281-3695325-8057340,11-03-22,Delivered,Amazon,Amazon.in,Expedited,ST229,ST229-TP-M,Set,L,B3363845335,Delivered,1,INR,2097.55,Rajkot,Gujarat,186422,IN,,False,Easy Ship
7682,564-8040176-8172775,07-13-22,Delivered,Amazon,Amazon.in,Standard,ST818,ST818-KR-L,Blouse,Free,B2674171872,Delivered,1,INR,573.47,Vadodara,Gujarat,137386,IN,,False,Easy Ship
7683,440-2603198-3509599,08-01-22,Cancelled,Amazon,Amazon.in,Standard,ST322,ST322-KR-M,Top,M,B4050902961,,0,INR,0.0,Delhi,Delhi,388267,IN,,False,Easy Ship
7684,203-4182751-1171008,02-02-23,Returned,Amazon,Amazon.in,Expedited,ST983,ST983-TP-XL,Kurta,L,B7052640296,Returned,1,INR,1194.59,Delhi,Delhi,104955,IN,,False,Easy Ship
7685,851-5369722-8780829,12-30-22,Shipped,Amazon,Amazon.in,Expedited,ST495,ST495-WD-S,Blouse,L,B2358584253,Shipped,2,INR,1228.76,Pune,Maharashtra,664518,IN,,False,Easy Ship
7686,307-6734939-8806794,04-16-22,Pending,Amazon,Amazon.in,Standard,ST287,ST287-WD-L,Kurta,S,B7899302714,,1,INR,1026.77,Indore,Madhya Pradesh,112781,IN,,False,Easy Ship
7687,606-4495463-8345766,07-24-22,Shipped,Merchant,Amazon.in,Expedited,ST720,ST720-TP-XL,Ethnic Dress,XS,B7631234643,Shipped,1,INR,1520.18,Agra,Uttar Pradesh,341494,IN,,False,Easy Ship
7688,811-2412103-2530772,06-03-22,Shipped,Amazon,Amazon.in,Expedited,ST519,ST519-WD-3XL,Bottom,M,B2454976975,Shipped,2,INR,640.76,Rajkot,Gujarat,760780,IN,,False,Easy Ship
7689,529-4667035-7733009,05-04-22,Delivered,Amazon,Amazon.in,Standard,ST999,ST999-KR-M,Western Dress,L,B5124854850,Delivered,1,INR,1611.85,Delhi,Delhi,184327,IN,,False,Easy Ship
7690,158-7320778-3929006,04-01-22,Shipped,Merchant,Amazon.in,Expedited,ST355,ST355-SR-M,Top,S,B4669145514,Shipped,2,INR,795.72,Amritsar,Punjab,114221,IN,,False,Easy Ship
7691,545-6803525-7901023,01-21-23,Shipped,Amazon,Amazon.in,Standard,ST359,ST359-SR-XL,Set,M,B6918182297,Shipped,2,INR,2030.6,Mumbai,Maharashtra,147789,IN,,False,Easy Ship
7692,308-3658324-2182782,07-27-22,Delivered,Amazon,Amazon.in,Standard,ST886,ST886-KR-M,Saree,XL,B7283656521,Delivered,1,INR,2968.86,Varanasi,Uttar Pradesh,308267,IN,,False,Easy Ship
7693,305-2811944-8050542,12-24-22,Returned,Amazon,Amazon.in,Standard,ST317,ST317-WD-L,Top,S,B5275414582,Returned,1,INR,368.64,Patna,Bihar,326953,IN,,False,Easy Ship
7694,495-2498661-5209914,08-19-22,Cancelled,Amazon,Amazon.in,Standard,ST672,ST672-SR-XXL,Western Dress,XL,B1430054167,,0,INR,0.0,Hyderabad,Telangana,135295,IN,,False,Easy Ship
7695,662-5184556-9148717,02-28-23,Pending,Merchant,Amazon.in,Standard,ST400,ST400-TP-XL,Kurta,L,B5421027700,,1,INR,547.83,Vadodara,Gujarat,676516,IN,,False,Easy Ship
7696,583-1737483-5360821,06-17-22,Delivered,Amazon,Amazon.in,Standard,ST648,ST648-TP-XL,Top,3XL,B7249752045,Delivered,1,INR,750.68,Meerut,Uttar Pradesh,578708,IN,,False,Easy Ship
